plate_x,plate_z,z
0.057,4.304,0.0224154261379
-0.035,3.356,0.755487713758
0.271,4.17,0.0203628964696
1.537,2.504,0.0167448788775
-0.032,3.66,0.116145937931
0.764,3.097,0.864511385639
-0.592,3.438,0.494273816487
0.475,2.942,0.984336299761
1.775,1.86,0.0154668995378
-0.221,0.774,0.0129143573853
-0.646,1.003,0.0175277617846
-0.478,2.695,0.978044237233
0.347,3.466,0.491669428473
1.051,3.45,0.0888613404007
0.691,2.158,0.972534996304
-1.153,2.723,0.0766636448675
1.023,1.226,0.0166576565052
1.403,1.357,0.00703436022409
-0.834,0.845,0.0203478128372
1.239,1.53,0.0143106715572
1.299,3.944,0.00269822039966
0.394,2.937,0.98925873079
-0.445,2.104,0.975259082236
0.297,1.89,0.957240870642
0.7,2.575,0.978855661779
-0.681,3.012,0.917825222573
1.519,2.725,0.0153820025183
-0.894,1.803,0.561100954746
0.899,1.668,0.412225305885
-0.528,2.26,0.981187041699
-0.112,3.517,0.390555422857
1.256,2.141,0.0406669439849
-0.198,1.823,0.943551191624
-0.253,2.413,0.989600351682
-0.546,1.41,0.185085724417
-0.247,1.536,0.528139087661
-0.067,1.982,0.978529008863
1.282,1.747,0.0188863969327
-0.446,1.356,0.0783886885644
0.83,3.597,0.0719372292697
0.291,2.245,0.989559288515
1.738,2.488,0.0147045081564
1.26,2.122,0.0369072266
0.365,1.725,0.885021863187
0.701,2.5,0.976258912658
-0.542,4.164,0.0245757917516
0.594,2.027,0.961254638031
-0.514,1.998,0.958599871489
1.354,2.745,0.0159429089668
0.816,1.924,0.864094478659
0.607,1.483,0.328009118835
1.102,1.229,0.0120695939439
0.972,2.711,0.546179700297
0.203,1.103,0.010049215949
-0.553,3.59,0.166744190874
0.138,3.819,0.0238479700929
0.698,2.33,0.978724314337
0.58,1.435,0.189503906484
0.01,3.833,0.0241073877846
-0.618,3.367,0.663733404337
-0.824,1.136,0.0244188153116
0.623,1.701,0.794233585099
0.615,1.231,0.0281958561909
0.354,0.8,0.0105798538222
1.082,2.9,0.222252818838
1.158,1.272,0.0146378638332
-0.35,2.447,0.990403824094
0.3,1.991,0.974670008113
0.066,1.652,0.840319745774
0.156,2.009,0.97916172327
-0.302,1.647,0.780354073959
-1.881,2.518,0.0218789029049
-0.473,2.26,0.962773660393
0.562,3.473,0.402753626649
0.837,2.71,0.902601515752
1.787,2.711,0.0172895973314
0.703,2.837,0.972717755776
-1.275,3.783,0.00368287863082
1.454,2.109,0.026667672453
0.004,2.872,0.98983414043
-0.972,3.663,0.0288995075804
0.443,2.965,0.986822958052
0.429,1.482,0.387424891049
0.694,2.981,0.943686728234
0.655,2.824,0.967735835584
-0.783,3.89,0.0155547855552
1.055,1.649,0.134418411689
-0.343,1.426,0.251652759963
1.778,3.302,0.00883008166769
0.004,2.347,0.991510980116
0.313,2.382,0.990504869924
0.964,1.687,0.23643125041
1.106,1.275,0.00956735717094
-1.82,3.169,0.0208232566551
1.734,2.654,0.012762707521
0.663,2.956,0.957252032823
0.958,2.214,0.652522135631
0.902,2.113,0.759884826439
0.586,1.698,0.797089312897
0.774,3.405,0.320021030777
0.472,3.115,0.954538106713
0.473,1.323,0.0510637919743
0.562,1.426,0.227744608659
0.979,1.612,0.171810237937
1.202,1.376,0.0154884577669
0.557,0.739,0.011132023836
-1.114,3.264,0.0770171438298
0.88,1.983,0.724362694357
1.319,2.237,0.0194501891707
-0.782,2.458,0.887222687881
0.463,1.836,0.947804798245
0.729,2.032,0.934664219635
0.718,1.875,0.905472482249
1.014,2.667,0.461099630445
0.088,3.494,0.468953245356
0.475,2.551,0.987015457582
-1.96,2.592,0.0201065275345
-0.602,1.374,0.117414831381
1.252,1.567,0.015377655991
0.45,2.184,0.989584484289
0.656,1.432,0.168199683915
0.118,2.829,0.990558648993
0.147,1.891,0.955247771207
0.429,2.322,0.989657351315
0.768,1.641,0.556689222886
1.241,1.503,0.013527322671
-0.779,3.122,0.799136391134
0.286,2.968,0.98738824101
1.079,2.284,0.327763555432
-0.035,3.221,0.938820469142
-1.633,3.27,0.0139264991775
-1.069,2.184,0.224938958277
0.195,2.018,0.985003029083
-0.891,2.05,0.700955897239
-0.402,3.734,0.054135008304
-0.243,3.422,0.59536583521
0.734,2.485,0.935904156556
-1.153,2.328,0.101327031402
1.631,2.073,0.0215822944987
0.577,2.063,0.974315894468
1.187,2.708,0.100237683677
-0.084,3.138,0.974713204682
-0.534,3.813,0.0284139751891
-0.404,1.461,0.313335809822
1.032,2.016,0.307406386651
-0.62,3.309,0.773380151836
0.648,1.876,0.917101591315
0.568,3.148,0.918909005349
0.702,1.194,0.0214064065337
-0.442,2.781,0.987770086418
-0.158,3.52,0.376289196624
-1.574,2.604,0.0209960433371
0.742,2.357,0.958284792788
0.592,2.093,0.966117575072
0.708,2.623,0.973927398769
0.565,1.864,0.914431154087
-0.245,3.083,0.981857684889
0.518,2.546,0.976388352297
0.225,1.996,0.97863419511
0.572,3.717,0.0490026456466
-0.682,3.16,0.875247530275
-0.763,3.015,0.865784788294
-0.486,2.482,0.981451190144
0.315,1.642,0.80496070894
0.486,1.904,0.958526569724
0.913,1.83,0.580344974818
1.065,2.279,0.320835065386
0.272,3.352,0.762459926622
0.241,1.455,0.298812180364
-0.928,1.708,0.4183753114
-0.132,1.172,0.017542859557
-1.719,3.494,0.0169901943052
0.305,3.467,0.499462651513
1.511,2.922,0.0122013544038
-1.124,3.61,0.0149601312896
0.921,1.876,0.615860897769
-0.7,4.076,0.0142169355589
-0.705,1.907,0.866634094115
-0.6,2.726,0.977026341674
0.662,0.828,0.0188588267723
-0.8,3.2,0.681849925386
-0.25,2.735,0.989038262949
-1.658,2.629,0.020796224322
0.852,2.546,0.864593406743
-1.735,3.099,0.0215397192514
-1.082,1.148,0.00828978520785
0.762,1.07,0.0119461012234
0.648,0.924,0.0160328237896
0.496,1.327,0.0657273981856
0.497,2.156,0.983720215612
-0.794,2.826,0.853641386193
-0.495,4.039,0.0235042042088
-0.513,1.503,0.356147030425
-0.182,2.679,0.988549249574
1.084,2.104,0.264121369676
0.393,2.999,0.98116117277
-0.925,2.037,0.616883387671
-1.204,3.154,0.0354582853693
0.358,1.883,0.965864988143
-0.476,2.44,0.976391725016
1.552,1.968,0.0140265069153
1.021,3.423,0.0819067582483
0.229,3.669,0.0853440436718
-0.251,2.385,0.989513319789
1.339,2.558,0.0160234741888
0.244,2.263,0.990051731826
0.295,2.528,0.989939727347
0.525,1.644,0.767756431145
-0.002,2.857,0.989702058271
0.805,2.882,0.882537110248
0.28,3.581,0.210741111919
0.906,2.118,0.761739120241
0.741,2.058,0.940849840892
0.223,3.94,0.0230172351279
0.354,2.232,0.990493304343
0.786,4.321,0.0135658824858
1.645,1.668,0.0136404239349
0.764,1.657,0.616999881229
-0.412,2.655,0.988743597056
0.642,2.198,0.964611658911
-1.169,0.979,0.00525330880787
1.341,1.97,0.014227641839
0.534,1.187,0.0151104082256
-1.789,1.763,0.0414724172014
0.564,2.452,0.975270059222
-1.055,3.906,0.00849066367418
0.362,1.376,0.124605822759
0.17,2.766,0.991101464068
0.257,2.004,0.971745665157
1.409,2.588,0.015489534958
-0.282,0.993,0.0107470473169
0.06,0.948,0.0101979431525
0.011,2.902,0.989874297645
0.585,1.036,0.0104862240575
0.684,2.0,0.936239344969
0.78,2.815,0.887196482014
1.007,2.425,0.473662577137
0.659,3.147,0.881355889281
1.137,3.283,0.0374840436182
0.832,3.465,0.194770301977
0.542,3.87,0.0196526304051
-0.031,2.229,0.989915760043
0.423,2.371,0.988389688834
0.846,1.227,0.0216816346699
0.324,1.856,0.962106475489
1.163,3.396,0.0464952003983
-0.056,2.137,0.985425284464
0.39,2.189,0.989760181357
0.08,4.257,0.0221076912648
-0.09,1.398,0.207820737103
-0.647,1.969,0.939781551434
-0.369,2.07,0.980410214132
0.952,2.649,0.637152659306
-1.701,1.678,0.0438770699742
0.269,1.802,0.934223415526
1.504,2.817,0.0151844480103
-0.873,4.028,0.013154691857
-1.115,3.613,0.0165846171391
1.068,2.258,0.301560827892
0.111,3.088,0.985455291206
0.709,1.608,0.589667787698
0.482,2.032,0.975739598491
-0.978,3.361,0.174275267271
-0.714,3.379,0.545713308309
0.187,2.219,0.990778439797
-0.158,3.89,0.017975294123
0.934,2.239,0.750199647283
0.138,1.635,0.788676499503
0.24,2.759,0.991017499154
0.949,1.72,0.343172858598
1.165,1.014,0.00749375940099
0.413,2.145,0.987895789688
-0.653,2.603,0.976788737693
0.559,1.748,0.859884992376
1.486,1.594,0.0124791112528
-0.372,1.305,0.0345019348124
-0.354,2.633,0.990022062012
0.026,2.296,0.991076109573
0.541,2.009,0.958337574615
1.016,2.934,0.387093901377
1.613,2.863,0.0117966261589
0.851,1.909,0.75643985344
0.159,0.994,0.00969225019651
1.383,3.046,0.0148075330863
0.412,2.719,0.989974903345
0.5,3.591,0.180936645944
0.378,2.564,0.990661455275
-0.551,3.374,0.674307985518
-1.122,2.229,0.143864400133
0.721,1.473,0.250691721098
0.94,3.794,0.0183531822154
0.451,2.407,0.990720243251
0.533,1.712,0.837552349493
1.478,2.347,0.0172326067714
-1.62,3.226,0.0166753744833
0.316,1.847,0.961797263272
0.118,4.486,0.0221086553977
0.55,2.481,0.973170601294
-0.466,4.149,0.0236037705634
-0.511,1.271,0.0348705313698
-0.302,4.441,0.0194693958031
1.551,2.15,0.0200390003073
0.694,2.563,0.976151569399
1.36,3.856,0.00161072098058
-0.447,2.106,0.974935657475
0.105,3.596,0.206561813154
0.654,3.462,0.322183514258
-0.517,2.202,0.983970887129
1.114,2.333,0.195026656461
0.14,2.256,0.988518019816
0.557,1.052,0.0111611089776
1.272,2.004,0.0218757266567
0.499,2.006,0.967338294461
0.479,3.414,0.562536521378
0.089,1.574,0.654984159486
0.921,2.115,0.751634569181
-0.316,1.357,0.0851482590016
0.173,1.546,0.595895533542
-1.774,2.806,0.0167968627469
-0.388,1.626,0.724913476725
-0.092,2.486,0.989542316663
1.43,2.887,0.0115123538116
-0.831,2.294,0.78008597596
0.621,2.616,0.978636863514
-0.852,3.647,0.0423087277009
0.103,2.871,0.98982147863
-0.254,2.18,0.987187358582
1.643,3.586,0.00517736101933
0.228,0.882,0.0104717563907
-0.232,1.458,0.296122274776
0.365,1.994,0.97558877131
0.821,2.668,0.91696447119
-0.32,2.977,0.983268791689
-0.798,1.644,0.529256899283
0.85,2.616,0.866881258297
0.682,2.094,0.954065372875
0.255,2.389,0.991362619501
0.543,2.171,0.96956214454
0.669,2.901,0.967027875034
0.801,2.646,0.912433180579
0.771,2.135,0.92084117407
0.368,4.147,0.0241082331024
-0.976,2.653,0.455575857547
-0.675,1.748,0.835710147168
1.165,1.716,0.0541853169327
0.468,2.075,0.986401582386
0.606,1.56,0.529427391472
0.048,2.586,0.990873715202
0.614,0.851,0.0128772463029
-1.008,2.697,0.335066994967
1.14,1.872,0.0821205570614
0.134,1.93,0.977771182802
1.2,1.74,0.0398814287467
1.167,1.753,0.0602023622742
-0.037,2.211,0.988888863956
0.71,1.207,0.0226032224924
-1.436,3.448,0.020711161652
1.219,2.148,0.0429863280251
0.413,2.079,0.985913699172
1.019,3.707,0.0262688259985
0.721,1.807,0.865587029778
0.037,2.711,0.991102795299
0.235,3.223,0.941191125326
0.121,1.925,0.979238488575
-0.292,3.516,0.381294575075
1.124,1.32,0.0178393514176
0.689,2.076,0.968913140177
0.01,2.624,0.991135608365
-0.92,3.68,0.0256666507328
-1.241,3.023,0.0431613592105
0.064,2.083,0.985950774727
0.272,3.482,0.475795294893
0.498,3.346,0.707792058937
-0.639,2.401,0.979690911453
0.154,2.218,0.990469124907
0.916,3.718,0.0266085694013
-0.045,2.537,0.990158436502
-0.172,3.472,0.513536359904
0.666,2.223,0.976624018485
0.543,1.074,0.0107935942917
-0.843,3.222,0.557351615153
0.117,2.172,0.990613254701
0.668,1.878,0.923355748485
0.448,1.115,0.0127357914572
-0.071,1.541,0.565872630941
-0.384,3.141,0.96316628124
-0.123,4.138,0.017412439477
0.723,2.176,0.962283437587
-1.457,1.291,0.00899633213337
0.906,2.445,0.786980260719
-0.675,2.19,0.954920052783
0.873,2.246,0.843867834728
-1.358,3.779,0.00385857172781
0.773,2.568,0.918584738693
0.674,1.757,0.864054322113
-1.242,3.475,0.0214758600631
0.523,2.33,0.984860749246
-0.634,2.686,0.977934536992
-0.329,2.247,0.988183510998
0.721,3.231,0.764715902566
-0.239,1.609,0.707382334835
-0.318,2.276,0.98930036263
0.79,1.188,0.0155512152016
-0.52,1.325,0.0582200576048
-1.014,2.826,0.287050597897
0.186,1.765,0.930193438239
-0.696,3.049,0.911006533396
0.253,2.241,0.990287838595
0.773,2.474,0.918919335889
0.579,1.615,0.694097499278
0.772,2.65,0.907396084696
-0.254,3.052,0.983117620258
-1.269,2.422,0.0405678967947
0.901,1.965,0.668877162886
0.689,4.181,0.0179319274174
0.859,2.225,0.846393382222
-1.126,0.977,0.00644793997858
1.064,1.721,0.125225484394
-0.108,1.336,0.0858392064734
-0.907,2.653,0.740814568216
-1.575,2.528,0.0228309822918
1.394,1.489,0.0150315436998
0.437,2.034,0.981706396149
-0.958,3.589,0.0402468196346
0.02,2.058,0.987273071158
0.59,3.594,0.148798876054
-0.055,2.677,0.989610847665
1.256,2.649,0.0250983437582
0.602,1.688,0.782196443951
0.179,2.425,0.991235946001
0.57,1.75,0.875085152669
0.966,3.227,0.272272764795
0.048,1.775,0.93901708599
-0.251,2.969,0.985891794696
0.557,1.976,0.954211488345
1.645,2.737,0.0155889879418
-0.223,2.888,0.988028732494
0.571,1.618,0.714716406107
0.503,3.003,0.964312925306
0.493,3.521,0.322735812892
0.792,2.026,0.887254098146
0.64,1.889,0.915451278311
0.368,3.688,0.0703879174128
0.165,2.319,0.991533720268
-0.657,2.502,0.973869615379
0.707,0.736,0.0125358601608
-1.353,3.913,0.00207259056913
1.309,2.105,0.0308120815629
0.079,2.889,0.989487070428
-0.557,2.752,0.97996397649
-0.264,2.204,0.986165350786
1.877,2.906,0.0124802317575
-0.503,0.937,0.0121383416386
1.393,2.382,0.0180831841179
0.942,2.169,0.697387475416
0.695,2.347,0.979064279767
0.246,2.408,0.991389055519
-0.036,2.78,0.990387079274
-0.899,2.505,0.751846684659
0.406,2.405,0.990113948659
-0.181,3.297,0.85687764489
-0.275,2.212,0.986986145635
1.635,1.682,0.0116009187355
-0.086,2.392,0.989893402516
-0.351,3.112,0.957962652314
1.402,1.701,0.0121838006314
-0.901,3.607,0.0615166759091
0.423,1.444,0.256236838835
-0.728,2.133,0.919616324016
0.606,3.639,0.0829745568308
-0.044,3.959,0.0219775496504
-1.592,2.595,0.0205585530353
-0.013,1.076,0.0140036446107
0.454,1.422,0.262757671091
0.051,2.845,0.990566178706
0.549,2.321,0.976924873649
-1.335,1.887,0.0398574518188
0.053,1.848,0.961273409241
1.021,2.252,0.428236510556
-0.609,1.669,0.735958819883
-1.028,1.296,0.0163970563794
-0.429,3.101,0.972403143483
1.15,2.378,0.184151178857
0.505,2.521,0.977911262623
0.425,3.079,0.982404539695
-0.046,3.611,0.166323512901
0.73,2.314,0.961669131915
-1.623,2.981,0.0157476872526
0.156,1.373,0.125274597116
-0.229,1.739,0.89638605945
-0.239,3.712,0.0554058727894
0.406,2.771,0.989570698475
0.962,2.907,0.527518734859
0.948,1.981,0.582893823657
-0.321,2.478,0.989833337395
-0.418,1.863,0.934031297253
0.82,2.934,0.880891220397
0.14,3.475,0.518627644637
0.419,0.68,0.0100414160115
-0.103,3.017,0.983595047524
-1.072,2.981,0.165998864133
0.077,2.67,0.990832097426
1.347,2.44,0.0135788120469
0.299,3.253,0.902359244635
1.629,1.988,0.0134486477651
-1.141,1.322,0.0150148616826
0.7,1.14,0.012638887783
0.623,3.656,0.0935016423177
0.832,1.06,0.0113821341931
0.579,1.507,0.377635915184
-0.084,4.238,0.0189770278309
-0.238,2.855,0.987557130939
-0.834,2.412,0.776432892778
0.671,2.848,0.971739725414
0.071,3.102,0.978356350139
0.239,2.446,0.991387196069
0.196,2.298,0.991396166079
0.008,3.399,0.708010559147
0.74,1.316,0.0276879724481
-0.297,1.795,0.912632979287
1.128,2.115,0.154586713376
0.531,1.034,0.0113865144907
0.425,2.066,0.985128245216
0.686,1.696,0.738872016244
0.214,2.034,0.983637617772
0.459,2.647,0.989915863642
-0.936,2.701,0.612043768071
-0.952,0.979,0.016480484006
-0.373,1.558,0.578501956361
0.763,2.355,0.940190124986
0.87,2.52,0.839567311947
1.305,2.12,0.0299215039728
-0.34,2.454,0.990283211282
0.111,1.678,0.859235792369
1.045,2.833,0.384240692439
-0.997,2.004,0.331529458914
0.274,3.01,0.984110829275
-0.545,1.07,0.0155021792849
-1.293,2.689,0.0206326227224
-0.483,3.355,0.705938373991
0.092,2.804,0.990486528588
0.458,1.711,0.892167621069
1.047,3.608,0.0415942024324
1.178,1.426,0.0216133982514
0.746,3.399,0.382029667549
-1.51,3.029,0.0208396153587
0.681,1.512,0.359849116153
-0.461,3.046,0.976956525296
0.626,2.832,0.970661729309
-0.718,0.953,0.0228023829044
0.694,1.647,0.693999984931
-1.251,3.121,0.0344502463731
0.299,2.258,0.988504981068
-0.111,1.774,0.927347736492
-0.27,1.215,0.0167034756119
1.491,2.075,0.0224485420105
-0.271,1.736,0.864326011517
0.432,1.938,0.972929187589
-0.679,2.646,0.953908482279
-0.248,2.875,0.987891612625
1.574,2.526,0.015236827312
0.094,1.935,0.972631119104
0.983,2.037,0.467157230478
-0.939,2.496,0.618856638072
0.775,2.328,0.927230151594
0.724,1.668,0.697111307508
0.229,3.049,0.986039182605
-1.689,3.266,0.0140450023302
-1.319,2.006,0.0268139278767
-0.061,0.811,0.0136685526338
1.667,1.812,0.013216083093
-0.747,2.222,0.917589134804
0.369,2.05,0.984981006543
0.654,2.175,0.969319309267
0.869,1.624,0.412507298389
0.237,1.483,0.416799067104
-0.216,2.593,0.989205667339
0.859,1.577,0.312465563088
1.103,2.369,0.200119516983
-0.057,1.498,0.441500485726
-0.51,3.179,0.934464412623
1.406,1.936,0.0211510945288
0.812,2.299,0.941097874551
1.414,1.288,0.00288216185318
-0.354,1.855,0.950693304088
0.689,1.991,0.943716550084
0.034,1.564,0.610148101236
0.332,3.978,0.0221795601427
-0.624,3.621,0.110515893572
0.183,3.383,0.722021507272
0.325,1.855,0.963327730721
-0.114,2.114,0.985985928467
0.507,1.303,0.0327789898205
0.072,1.813,0.930082872924
-0.48,2.249,0.977986233704
0.858,3.423,0.213313859234
-0.783,3.35,0.521495529797
0.032,2.401,0.990994782642
0.018,0.889,0.0126068920311
-0.734,2.393,0.92560457482
-0.251,2.225,0.988333232297
0.304,3.961,0.0209489151626
-0.011,2.572,0.990576643638
0.214,2.692,0.990881007718
1.624,2.18,0.0154287428571
1.352,2.409,0.0133439188418
-1.139,4.21,0.00330605093857
-0.992,3.333,0.170340060233
-0.042,1.581,0.636597065771
0.155,1.592,0.684247287806
-1.307,1.026,0.00570743619172
0.778,2.247,0.92018862923
1.575,2.782,0.0142708588412
0.486,1.894,0.947748620941
0.509,3.526,0.30180731709
0.673,1.955,0.952973849476
-0.582,1.774,0.880712687665
1.436,3.02,0.0138745984362
-0.772,1.331,0.0813821962776
-0.312,2.43,0.989836580295
-0.047,3.901,0.0217940823604
0.058,3.81,0.0251517511652
0.58,3.421,0.485718740736
0.686,1.302,0.0217123962006
0.515,1.242,0.0312339940147
0.222,1.962,0.981311550027
0.538,1.86,0.939232899645
-1.08,3.581,0.0237732794434
0.753,3.952,0.0137333236911
0.696,3.657,0.0944763592975
0.778,1.723,0.673257854423
0.455,1.348,0.095995730707
0.779,2.239,0.919371624019
0.882,2.35,0.826034057133
-0.11,2.966,0.987331511129
-0.429,1.93,0.962653052112
0.65,2.352,0.969704653782
0.787,2.409,0.931614724595
0.431,2.165,0.988184699961
-0.502,1.992,0.950433243821
-1.312,3.969,0.00194669725986
0.381,2.849,0.990161626082
0.345,2.438,0.990948246156
-1.076,2.531,0.206066546314
0.534,3.129,0.943851040091
0.726,3.567,0.185353161289
0.768,1.205,0.0220605211888
0.596,2.256,0.964892060413
-0.631,2.285,0.981479497074
0.845,3.842,0.0144995713857
0.191,1.172,0.0112013215505
0.333,1.531,0.551886154134
0.331,1.931,0.976425082633
-0.386,2.627,0.986746664876
0.443,1.563,0.613084467818
0.266,3.006,0.98419470147
-1.336,1.537,0.0697011088636
0.521,1.188,0.0169060945938
0.965,1.412,0.060750708102
0.275,3.556,0.291656949366
0.214,0.868,0.0100650480848
-0.211,3.026,0.982840535194
1.598,1.77,0.0147660738841
0.581,2.187,0.981779843558
0.331,2.059,0.986688840916
0.695,2.482,0.976388421947
-0.588,3.016,0.955884854714
0.674,2.503,0.974709109357
0.228,0.749,0.0104665820543
-0.981,4.097,0.0116141670973
0.829,2.181,0.906884861047
1.874,2.698,0.0135437669081
0.343,1.944,0.975686714474
0.385,3.403,0.635726608426
-0.72,2.258,0.944092216554
1.038,1.506,0.0639115629124
0.335,1.148,0.0113784480105
-0.765,1.885,0.817951742742
0.048,3.318,0.827062708364
-0.569,1.145,0.0178670831568
0.747,1.816,0.835011630045
-0.414,3.348,0.776486984489
1.475,1.632,0.0147258375991
1.24,1.586,0.0148152410073
0.666,1.139,0.0173663619002
-0.222,3.716,0.0522886158814
-0.431,0.983,0.0123493861052
1.575,1.907,0.0170710884401
-0.229,2.573,0.988893448068
0.688,1.718,0.801420432559
-0.472,1.752,0.858697553652
-0.91,1.856,0.589147170226
1.114,1.94,0.130790206404
0.551,3.425,0.46912847289
0.319,1.817,0.937283621371
0.701,3.097,0.935021765615
-0.793,1.864,0.757240575057
-0.159,1.846,0.94753116971
1.298,3.092,0.0175485598173
0.723,2.001,0.921913794114
-0.341,1.61,0.723024738909
0.109,3.361,0.747249511394
-0.769,3.399,0.447127258331
0.216,1.562,0.616447729271
0.356,3.892,0.025614301041
-0.389,3.138,0.968107856569
-1.292,1.769,0.0413214312484
1.487,2.211,0.0143119977078
0.381,1.61,0.768696749887
1.776,2.845,0.0133533117799
1.452,1.724,0.0151442027246
1.677,1.959,0.0150936207464
-0.37,2.306,0.987885366588
0.696,3.269,0.683286857834
0.467,2.14,0.98310713797
-0.178,4.33,0.0179954410982
-0.106,3.566,0.289855769153
1.277,3.292,0.0103456786214
0.897,1.975,0.688490895128
0.377,2.184,0.990044197047
0.933,2.553,0.734306467531
0.133,2.8,0.990577317918
0.153,3.386,0.719065091717
1.157,1.253,0.0176125070931
-0.731,3.237,0.742222337782
0.12,2.084,0.987471668793
-0.44,2.66,0.987883974826
0.124,1.894,0.951234955921
1.233,1.888,0.0261530072493
0.189,2.299,0.991363500039
1.482,2.384,0.014167810217
-0.225,2.847,0.9888714502
-0.272,1.435,0.216576920354
1.119,2.755,0.172915376546
0.234,2.924,0.989597220302
0.591,2.241,0.980606439629
-1.004,2.812,0.34737684936
0.265,1.175,0.0124030646105
0.341,1.125,0.0111371228209
-0.124,1.997,0.972784034799
-0.347,2.196,0.988525006419
-0.748,2.399,0.921520291014
-0.174,2.545,0.988170753857
1.817,2.082,0.021763596755
0.828,1.262,0.0259247784242
1.444,2.478,0.0177374308688
-1.57,2.958,0.0157687198428
0.524,3.118,0.945797568974
0.987,2.724,0.501131469321
-0.022,3.901,0.0232855348715
-0.852,2.293,0.753934517243
-0.087,1.677,0.843050398606
0.478,1.905,0.96012586138
0.848,1.542,0.280047437045
1.288,1.863,0.0218031127145
-0.487,2.791,0.981810021397
-0.418,3.222,0.927737465702
0.965,1.768,0.326963902754
1.346,1.983,0.0149346816519
-0.783,3.199,0.712548604118
0.0,2.729,0.991277457938
0.125,2.395,0.990749997663
0.139,2.613,0.991244638595
1.008,2.302,0.484702344123
0.291,1.082,0.0112679204063
-0.527,2.858,0.98322035703
-1.434,2.463,0.036325976928
0.282,1.452,0.285054152313
1.237,3.06,0.0232009890115
0.876,1.691,0.484011481191
-0.063,1.696,0.850729370184
0.996,1.994,0.386173298848
1.027,4.084,0.012885657632
-0.595,2.677,0.95985047323
0.91,2.508,0.756986975158
-1.284,1.792,0.0362078188617
-0.595,1.869,0.895548586614
-0.453,0.594,0.010927639788
0.611,1.22,0.0214597472942
-0.651,2.489,0.975663726075
0.848,1.384,0.0694156124982
1.249,2.804,0.0277965936269
0.7,2.736,0.977584867701
1.421,1.824,0.0139128721247
0.251,2.493,0.990721826208
-0.948,1.072,0.0169261303595
1.76,2.191,0.0151107586515
-0.852,0.958,0.0199644510895
1.351,3.112,0.0106671890884
-0.739,2.644,0.9305191665
0.375,2.755,0.990815869199
0.663,1.53,0.413370257105
-0.57,1.56,0.496209815196
0.003,1.573,0.65555811244
-0.702,2.215,0.937033580157
0.041,1.615,0.747112928316
0.604,2.125,0.977278713985
-0.667,1.171,0.0249846949383
-0.551,2.484,0.976806513695
0.101,2.518,0.99021860062
0.51,0.998,0.0155000689801
0.692,2.08,0.966104368201
0.124,1.893,0.949164445736
0.434,3.733,0.0482934961102
1.043,2.001,0.304573618127
-1.444,2.129,0.0447160112316
-0.147,1.961,0.973590813383
0.035,1.487,0.438018744986
0.629,2.122,0.960521873039
1.044,1.629,0.145910828047
-0.018,1.355,0.105583345619
0.174,1.993,0.976535253563
-0.197,0.982,0.0150476500536
0.494,1.23,0.0409133136817
0.226,1.85,0.967164499277
0.582,1.863,0.934192565425
0.072,1.179,0.0123394501015
0.734,2.343,0.946478485807
0.406,0.733,0.0105973880947
0.497,2.131,0.982141335133
-0.776,2.119,0.87482430798
0.988,1.864,0.328500975281
-1.619,2.956,0.0157998583178
-0.245,1.239,0.0255420080793
0.982,2.271,0.541697495003
0.412,3.386,0.67193500887
1.418,1.766,0.0148599813845
1.577,3.039,0.0141281398386
0.809,3.538,0.165095022461
-0.628,2.071,0.971441020062
1.229,2.173,0.0296517567738
-1.202,1.676,0.0507537670513
-0.046,2.802,0.989276332154
-0.418,3.262,0.858860932491
0.945,2.554,0.690011747601
-1.142,1.739,0.0754902931811
0.891,2.048,0.751974173823
0.952,2.459,0.652433625861
0.712,1.562,0.467724062845
0.643,1.841,0.900569781805
0.978,1.882,0.388680949707
1.328,1.998,0.0191533042442
0.613,2.538,0.982234606348
-1.169,2.206,0.0920051664267
0.572,3.093,0.960243106449
1.159,1.015,0.0115506715311
-0.652,1.96,0.945738783929
-1.361,2.945,0.0205071644178
-0.457,1.362,0.109328571159
-0.476,2.01,0.954417550014
-1.013,3.681,0.0143141545278
-0.643,1.732,0.802894212136
0.84,3.475,0.194473886725
-0.242,1.847,0.943147297891
0.432,2.37,0.989717719179
0.577,3.308,0.712409873252
1.166,2.345,0.122745752351
1.275,1.649,0.0161172009311
1.416,1.956,0.0160539698766
-0.197,1.12,0.0151139631126
0.326,1.442,0.280684974819
-0.306,1.007,0.0125028458133
-1.339,2.605,0.0352939481358
-0.831,3.679,0.0253453006942
0.745,3.342,0.483490115639
1.192,2.583,0.0963074657761
-0.706,1.992,0.889825048513
0.126,2.102,0.979915448148
-0.533,3.108,0.947015408651
1.177,1.899,0.0653659667733
1.656,2.139,0.025643908186
-1.041,1.949,0.214323985638
1.16,2.174,0.17310769095
1.3,1.047,0.00301945204095
-0.243,1.893,0.916077913969
0.614,2.02,0.967326359065
0.049,1.86,0.962939057724
1.135,2.655,0.116117969653
-0.488,3.67,0.0699902542882
1.138,2.944,0.0949610266793
0.36,1.646,0.831921242126
0.903,1.93,0.657156960121
0.715,3.728,0.0381710215516
-0.208,1.629,0.732288221065
-1.484,1.852,0.0325966880229
-0.784,4.355,0.015069135274
0.286,2.54,0.990432990239
0.252,2.27,0.99064487285
0.587,3.079,0.965283492349
-1.497,2.64,0.0219497186458
-0.192,3.537,0.398529387835
0.416,2.249,0.988387611397
